Amount,Order Date,Category
3864,05-01-18,D
1400,05-01-18,A
924,05-01-18,A
11984,05-01-18,B
1400,05-01-18,C
10150,05-01-18,D
9800,05-01-18,A
2044,05-01-18,A
1358,05-01-18,D
0,05-01-18,C
2793,05-01-18,D
2709,05-01-18,B
3864,05-01-18,A
10150,05-01-18,D
3864,05-01-18,B
5355,05-01-18,B
3864,05-01-18,D
3311,05-01-18,B
10276,05-01-18,A
10290,05-01-18,C
4494,05-01-18,B
2576,05-01-18,D
3675,05-01-18,B
2100,05-01-18,C
3864,05-01-18,B
1435,05-01-18,C
4004,05-01-18,D
5418,05-01-18,A
2800,05-01-18,D
1820,05-01-18,B
3787,05-01-18,B
3493,05-01-18,C
1799,05-01-18,D
3115,05-01-18,A
3290,05-01-18,D
0,05-01-18,C
0,05-01-18,D
2828,05-01-18,D
2478,05-01-18,B
3297,05-01-18,A
0,05-01-18,D
1610,05-01-18,C
2828,05-01-18,D
7728,05-01-18,B
3864,05-01-18,A
2023,05-01-18,D
2443,05-01-18,C
2723,05-01-18,D
2709,05-01-18,B
1974,05-01-18,C
1519,05-01-18,B
5971,05-01-18,D
4270,05-01-18,C
5362,05-01-18,B
2387,05-01-18,C
1442,05-01-18,C
623,05-01-18,A
1820,05-01-18,A
2499,05-01-18,A
2058,05-01-18,B
1400,05-01-18,D
2828,05-01-18,B
4963,05-01-18,A
2135,05-01-18,D
2002,05-01-18,B
0,05-01-18,D
2443,05-01-18,A
4410,05-01-18,A
2352,05-01-18,D
3290,05-01-18,A
2709,05-01-18,A
4333,05-01-18,C
1043,05-01-18,C
8120,05-01-18,B
3864,05-01-18,A
3948,05-01-18,C
10724,05-01-18,B
3724,05-01-18,B
3864,05-01-18,A
4704,05-01-18,C
3668,05-01-18,A
10276,05-01-18,D
2576,05-01-18,A
2870,05-01-18,C
4802,05-01-18,B
3458,05-01-18,B
5418,05-01-18,C
1799,05-01-18,B
2947,05-01-18,B
4109,05-01-18,D
2044,05-01-18,C
1904,05-01-18,B
2828,05-01-18,A
1680,05-01-18,D
2562,05-01-18,C
2254,05-01-18,D
3458,05-01-18,D
1750,05-01-18,C
1974,05-01-18,D
4193,05-01-18,C
1974,05-01-18,B
5418,05-01-18,A
3878,05-01-18,A
2415,05-01-18,A
3864,05-01-18,A
4403,05-01-18,C
0,05-01-18,A
3864,05-01-18,B
5194,05-01-18,C
4333,05-01-18,C
3871,05-01-18,C
0,05-01-18,C
2478,05-01-18,B
1974,05-01-18,A
6251,05-01-18,D
2723,05-01-18,A
6251,05-01-18,D
3570,05-01-18,D
4704,05-01-18,C
2345,05-01-18,A
3493,05-01-18,D
2310,05-01-18,D
2730,05-01-18,D
19320,05-01-18,C
8610,05-01-18,B
3864,05-01-18,B
2723,05-01-18,A
2709,05-01-18,A
2072,05-01-18,D
9016,05-01-18,C
2289,05-01-18,D
12859,05-01-18,D
3969,05-01-18,B
2709,05-01-18,D
13972,05-01-18,D
3668,05-01-18,C
7728,05-01-18,D
2023,05-01-18,C
2450,05-01-18,D
3878,05-01-18,A
5145,05-01-18,D
1617,05-01-18,A
2135,05-01-18,C
1799,05-01-18,D
6860,05-01-18,A
2772,05-01-18,D
2709,05-01-18,A
2793,05-01-18,D
2709,05-01-18,C
2415,05-01-18,D
3864,05-01-18,D
2828,05-01-18,C
2821,05-01-18,B
2023,05-01-18,C
3206,05-01-18,C
1120,06-01-18,C
1120,06-01-18,B
2541,06-01-18,B
6664,06-01-18,A
2940,06-01-18,B
2394,06-01-18,D
2632,06-01-18,C
2576,06-01-18,A
2940,06-01-18,A
20300,06-01-18,C
2590,06-01-18,C
11942,06-01-18,C
11172,06-01-18,A
5754,06-01-18,D
3290,06-01-18,B
4774,06-01-18,C
2709,06-01-18,C
1645,06-01-18,B
3724,06-01-18,D
6230,06-01-18,C
2590,06-01-18,A
4963,06-01-18,A
3969,06-01-18,A
3864,06-01-18,B
2268,06-01-18,C
0,06-01-18,B
2870,06-01-18,D
2723,06-01-18,A
7784,06-01-18,C
3276,06-01-18,B
6125,06-01-18,D
2443,06-01-18,D
4704,06-01-18,D
1799,06-01-18,C
3234,06-01-18,A
4522,06-01-18,A
8820,06-01-18,B
0,06-01-18,C
1302,06-01-18,B
966,06-01-18,A
966,06-01-18,A
9170,06-01-18,C
3325,06-01-18,A
3864,06-01-18,A
0,06-01-18,B
4151,06-01-18,C
1309,06-01-18,A
3864,06-01-18,A
2954,06-01-18,C
3864,06-01-18,A
2709,06-01-18,C
0,06-01-18,C
3493,06-01-18,C
2793,06-01-18,B
0,06-01-18,A
3290,06-01-18,B
6300,06-01-18,A
15771,06-01-18,C
5194,06-01-18,B
1239,06-01-18,B
3864,06-01-18,B
2352,06-01-18,A
3920,06-01-18,C
2352,06-01-18,B
4627,06-01-18,D
2793,06-01-18,D
1435,06-01-18,D
1799,06-01-18,C
4263,06-01-18,A
2324,06-01-18,C
11032,06-01-18,D
2940,06-01-18,A
5873,06-01-18,A
0,06-01-18,D
3234,06-01-18,D
2093,06-01-18,D
0,06-01-18,A
2023,06-01-18,C
4935,06-01-18,B
1988,06-01-18,D
1085,06-01-18,C
4088,06-01-18,D
5516,06-01-18,D
3360,06-01-18,A
2632,06-01-18,D
2548,06-01-18,B
3864,06-01-18,C
1127,06-01-18,C
1365,06-01-18,D
2275,06-01-18,D
3864,06-01-18,B
4109,06-01-18,B
3864,06-01-18,D
2940,06-01-18,C
2163,06-01-18,D
5971,06-01-18,D
3948,06-01-18,B
2352,06-01-18,D
5586,06-01-18,C
3220,06-01-18,B
3675,06-01-18,B
7406,06-01-18,B
5138,06-01-18,C
3675,06-01-18,B
2002,06-01-18,D
2793,06-01-18,B
7350,06-01-18,B
0,06-01-18,B
12516,06-01-18,B
3675,06-01-18,B
2793,06-01-18,B
4263,06-01-18,A
3892,06-01-18,D
2170,06-01-18,C
3038,06-01-18,A
1393,06-01-18,A
1568,06-01-18,B
7938,06-01-18,B
3276,06-01-18,A
1393,06-01-18,B
2590,06-01-18,C
3178,06-01-18,D
2324,06-01-18,A
4263,06-01-18,B
8127,06-01-18,A
0,06-01-18,B
11123,06-01-18,D
4690,06-01-18,B
4116,06-01-18,D
5418,06-01-18,B
539,06-01-18,B
15456,06-01-18,B
4648,06-01-18,D
2387,06-01-18,B
1939,06-01-18,C
6489,06-01-18,C
2940,06-01-18,C
3871,06-01-18,D
4151,06-01-18,A
3864,06-01-18,D
4781,06-01-18,A
3360,06-01-18,C
3948,06-01-18,A
3479,06-01-18,C
3290,06-01-18,C
3668,06-01-18,C
2254,06-01-18,B
7336,06-01-18,A
4109,06-01-18,A
1659,06-01-18,A
2800,06-01-18,D
2793,06-01-18,C
2345,06-01-18,B
3724,06-01-18,D
2940,06-01-18,B
3458,06-01-18,B
8855,06-01-18,B
4648,06-01-18,D
1393,06-01-18,D
3675,06-01-18,C
2450,06-01-18,B
3969,06-01-18,C
3325,06-01-18,D
6573,06-01-18,A
2940,06-01-18,C
4200,06-01-18,B
4116,06-01-18,A
0,06-01-18,B
2793,06-01-18,A
2793,06-01-18,C
3038,06-01-18,C
2100,06-01-18,D
2324,06-01-18,C
2940,06-01-18,C
2324,06-01-18,B
0,06-01-18,C
623,06-01-18,A
2940,06-01-18,A
7728,06-01-18,B
3360,06-01-18,C
3675,07-01-18,A
3073,07-01-18,C
3794,07-01-18,C
3178,07-01-18,B
0,07-01-18,D
2576,07-01-18,D
2352,07-01-18,C
0,07-01-18,A
1750,07-01-18,D
1393,07-01-18,B
7784,07-01-18,D
2499,07-01-18,A
2793,07-01-18,D
2709,07-01-18,C
1904,07-01-18,D
4704,07-01-18,A
3360,07-01-18,A
4200,07-01-18,B
2415,07-01-18,D
2793,07-01-18,B
2135,07-01-18,A
2555,07-01-18,C
3528,07-01-18,D
4522,07-01-18,A
2772,07-01-18,A
7350,07-01-18,A
4403,07-01-18,C
7350,07-01-18,C
1862,07-01-18,C
2793,07-01-18,A
5418,07-01-18,B
2345,07-01-18,D
2478,07-01-18,A
3290,07-01-18,D
3864,07-01-18,A
3675,07-01-18,C
4648,07-01-18,D
1841,07-01-18,C
3864,07-01-18,C
8484,07-01-18,D
1939,07-01-18,C
2940,07-01-18,C
2387,07-01-18,D
4109,07-01-18,B
0,07-01-18,B
0,07-01-18,D
10059,07-01-18,B
4193,07-01-18,C
0,07-01-18,D
1309,07-01-18,A
1288,07-01-18,C
2492,07-01-18,A
3325,07-01-18,A
0,07-01-18,C
4116,07-01-18,A
2016,07-01-18,B
10836,07-01-18,A
5621,07-01-18,A
2303,07-01-18,C
2793,07-01-18,D
4900,07-01-18,D
6622,07-01-18,B
4536,07-01-18,D
2170,07-01-18,C
1162,07-01-18,A
2352,07-01-18,B
3675,07-01-18,A
5418,07-01-18,A
3864,07-01-18,C
10276,07-01-18,A
3115,07-01-18,C
3115,07-01-18,A
6986,07-01-18,B
3451,07-01-18,A
3290,07-01-18,C
3864,07-01-18,C
2681,07-01-18,D
2786,07-01-18,D
518,07-01-18,D
5782,07-01-18,D
3675,07-01-18,A
679,07-01-18,C
0,07-01-18,A
3101,07-01-18,B
7056,07-01-18,A
0,07-01-18,D
4193,07-01-18,C
3864,07-01-18,D
2597,07-01-18,D
1988,07-01-18,A
4116,07-01-18,D
9800,07-01-18,C
2100,07-01-18,B
8484,07-01-18,B
5418,07-01-18,A
4578,07-01-18,B
5110,07-01-18,A
6174,07-01-18,B
3178,07-01-18,D
1365,07-01-18,A
3717,07-01-18,D
0,07-01-18,B
8393,07-01-18,D
1043,07-01-18,C
6930,07-01-18,A
1015,07-01-18,D
1806,07-01-18,C
0,07-01-18,C
5138,07-01-18,A
2793,07-01-18,B
1162,07-01-18,A
3822,07-01-18,A
3864,07-01-18,A
1974,07-01-18,B
462,07-01-18,D
7938,07-01-18,D
5586,07-01-18,A
1043,07-01-18,D
3290,07-01-18,C
8120,07-01-18,B
5572,07-01-18,B
1323,07-01-18,C
7574,07-01-18,C
1015,07-01-18,B
6090,07-01-18,C
8526,07-01-18,A
8526,07-01-18,B
7196,07-01-18,C
2520,07-01-18,B
4263,07-01-18,D
6230,07-01-18,C
2723,07-01-18,D
3150,07-01-18,A
4900,07-01-18,C
7728,07-01-18,A
3675,07-01-18,A
0,07-01-18,A
2009,07-01-18,A
3864,07-01-18,D
0,07-01-18,C
0,07-01-18,B
11424,07-01-18,D
1603,07-01-18,C
4774,07-01-18,B
3857,07-01-18,D
8085,07-01-18,B
2324,07-01-18,D
11606,07-01-18,C
2940,07-01-18,C
4648,07-01-18,D
2345,07-01-18,B
5656,07-01-18,A
2296,07-01-18,A
4767,07-01-18,A
2576,07-01-18,D
0,07-01-18,D
6104,07-01-18,D
2576,07-01-18,C
3402,07-01-18,D
8050,07-01-18,D
2065,07-01-18,A
0,07-01-18,C
700,08-01-18,A
5460,08-01-18,D
3227,08-01-18,A
3360,08-01-18,D
8232,08-01-18,C
10836,08-01-18,C
0,08-01-18,C
2478,08-01-18,D
7000,08-01-18,B
11592,08-01-18,B
2695,08-01-18,B
5418,08-01-18,C
3864,08-01-18,D
7728,08-01-18,A
3864,08-01-18,D
4151,08-01-18,B
1043,08-01-18,A
4116,08-01-18,A
4263,08-01-18,C
6986,08-01-18,B
2723,08-01-18,C
3864,08-01-18,C
2933,08-01-18,B
5418,08-01-18,C
0,08-01-18,C
6244,08-01-18,C
2793,08-01-18,B
5586,08-01-18,D
0,08-01-18,C
2786,08-01-18,B
4578,08-01-18,B
7147,08-01-18,D
8855,08-01-18,B
0,08-01-18,B
5796,08-01-18,C
4690,08-01-18,C
3675,08-01-18,B
1393,08-01-18,B
1106,08-01-18,A
5628,08-01-18,C
2793,08-01-18,A
1946,08-01-18,A
2590,08-01-18,D
17052,08-01-18,B
3864,08-01-18,D
3598,08-01-18,A
1911,08-01-18,D
2499,08-01-18,D
7133,08-01-18,A
4263,08-01-18,B
455,08-01-18,A
4704,08-01-18,A
6027,08-01-18,D
2352,08-01-18,D
2870,08-01-18,A
5418,08-01-18,C
1309,08-01-18,A
6230,08-01-18,B
3493,08-01-18,A
2352,08-01-18,A
5110,08-01-18,A
13062,08-01-18,C
2142,08-01-18,B
5880,08-01-18,C
2856,08-01-18,D
3493,08-01-18,B
679,08-01-18,B
2254,08-01-18,D
6622,08-01-18,B
1946,08-01-18,A
2828,08-01-18,B
0,08-01-18,D
3115,08-01-18,B
2961,08-01-18,A
5446,08-01-18,D
2723,08-01-18,D
2548,08-01-18,C
0,08-01-18,B
1946,08-01-18,B
6104,08-01-18,B
4277,08-01-18,A
4634,08-01-18,D
3864,08-01-18,B
1645,08-01-18,B
5740,08-01-18,B
0,08-01-18,D
3864,08-01-18,A
0,08-01-18,A
3864,08-01-18,D
539,08-01-18,A
4410,08-01-18,D
13839,08-01-18,B
3892,08-01-18,B
4893,08-01-18,B
4032,08-01-18,B
4704,08-01-18,B
5796,08-01-18,D
0,08-01-18,C
2877,08-01-18,A
4116,08-01-18,C
1386,08-01-18,C
6622,08-01-18,A
6986,08-01-18,C
3122,08-01-18,A
0,08-01-18,D
0,08-01-18,B
2863,08-01-18,D
3864,08-01-18,A
5110,08-01-18,C
0,08-01-18,B
0,08-01-18,D
1610,08-01-18,B
3416,08-01-18,C
22029,08-01-18,A
4403,08-01-18,B
4263,08-01-18,B
4298,08-01-18,C
1470,08-01-18,A
3115,08-01-18,B
3675,08-01-18,A
2793,08-01-18,D
3675,08-01-18,B
2093,08-01-18,A
0,08-01-18,B
2905,08-01-18,D
2793,08-01-18,A
6230,08-01-18,A
5586,08-01-18,B
3038,08-01-18,B
2548,08-01-18,D
2205,08-01-18,D
3668,08-01-18,C
1806,08-01-18,C
2793,08-01-18,C
5740,08-01-18,B
1855,08-01-18,D
3451,08-01-18,A
4116,08-01-18,C
2044,08-01-18,B
6993,08-01-18,A
2723,08-01-18,C
5075,08-01-18,C
2723,08-01-18,C
1736,08-01-18,B
1939,08-01-18,D
3178,08-01-18,C
1652,08-01-18,A
6986,08-01-18,B
5971,08-01-18,C
7728,08-01-18,C
1435,08-01-18,C
4900,08-01-18,C
5390,08-01-18,B
6608,08-01-18,C
1127,08-01-18,D
5530,08-01-18,A
5418,08-01-18,C
15456,08-01-18,A
2352,08-01-18,B
3052,08-01-18,B
7350,08-01-18,C
8806,08-01-18,B
0,08-01-18,A
2758,08-01-18,C
11592,08-01-18,B
4403,08-01-18,D
2002,08-01-18,D
2940,08-01-18,A
2730,08-01-18,D
2989,08-01-18,B
7616,08-01-18,A
2793,08-01-18,B
0,08-01-18,B
2324,08-01-18,A
6230,08-01-18,C
2849,08-01-18,C
6650,08-01-18,B
2590,08-01-18,B
0,08-01-18,D
2100,08-01-18,C
2828,08-01-18,A
4032,08-01-18,C
4410,08-01-18,C
6531,08-01-18,D
2940,08-01-18,C
3031,08-01-18,A
5453,08-01-18,B
6251,08-01-18,D
18690,08-01-18,A
3864,08-01-18,B
15771,08-01-18,D
2793,09-01-18,B
5796,09-01-18,A
2954,09-01-18,C
1519,09-01-18,C
0,09-01-18,C
14406,09-01-18,D
2772,09-01-18,D
7147,09-01-18,D
6930,09-01-18,C
9548,09-01-18,C
2387,09-01-18,B
3864,09-01-18,A
2114,09-01-18,C
3052,09-01-18,D
3178,09-01-18,D
6251,09-01-18,A
1470,09-01-18,A
665,09-01-18,B
0,09-01-18,A
6720,09-01-18,C
2695,09-01-18,C
2387,09-01-18,A
2135,09-01-18,B
3864,09-01-18,C
3864,09-01-18,D
665,09-01-18,A
3640,09-01-18,B
6860,09-01-18,B
1400,09-01-18,B
5656,09-01-18,C
665,09-01-18,B
6139,09-01-18,A
1400,09-01-18,A
2870,09-01-18,C
3864,09-01-18,B
1904,09-01-18,D
15575,09-01-18,D
1400,09-01-18,D
7728,09-01-18,C
1799,09-01-18,B
2121,09-01-18,A
2142,09-01-18,D
1400,09-01-18,C
2989,09-01-18,C
0,09-01-18,D
3878,09-01-18,C
2100,09-01-18,D
2093,09-01-18,D
5250,09-01-18,C
2723,09-01-18,B
0,09-01-18,C
0,09-01-18,D
1722,09-01-18,C
4340,09-01-18,C
2401,09-01-18,D
3864,09-01-18,C
5656,09-01-18,C
2366,09-01-18,C
3969,09-01-18,A
2940,09-01-18,D
3115,09-01-18,B
2142,09-01-18,A
2576,09-01-18,C
1862,09-01-18,C
3976,09-01-18,C
2121,09-01-18,C
3675,09-01-18,C
0,09-01-18,B
4900,09-01-18,D
2709,09-01-18,D
1442,09-01-18,C
0,09-01-18,D
5110,09-01-18,C
3864,09-01-18,B
1204,09-01-18,C
3969,09-01-18,C
4501,09-01-18,D
2793,09-01-18,D
2709,09-01-18,C
5971,09-01-18,B
3864,09-01-18,D
0,09-01-18,D
4340,09-01-18,C
4963,09-01-18,A
8386,09-01-18,D
4046,09-01-18,C
0,09-01-18,D
3864,09-01-18,C
3227,09-01-18,B
3605,09-01-18,A
4116,09-01-18,A
4060,09-01-18,D
9926,09-01-18,A
2387,09-01-18,A
0,09-01-18,A
9345,09-01-18,A
1883,09-01-18,A
665,09-01-18,C
14420,09-01-18,D
6867,09-01-18,C
6510,09-01-18,B
2002,09-01-18,C
8246,09-01-18,B
2380,09-01-18,C
4263,09-01-18,B
2044,09-01-18,C
3325,09-01-18,A
3675,09-01-18,A
4319,09-01-18,A
5418,09-01-18,B
6251,09-01-18,C
1750,09-01-18,B
2163,09-01-18,D
1645,09-01-18,A
6986,09-01-18,A
2205,09-01-18,D
5873,09-01-18,A
12383,09-01-18,A
5138,09-01-18,A
1085,09-01-18,D
3724,09-01-18,A
3311,09-01-18,D
3605,09-01-18,A
4319,09-01-18,A
0,09-01-18,B
0,09-01-18,B
6846,09-01-18,C
910,09-01-18,D
1939,09-01-18,C
2450,09-01-18,C
3668,09-01-18,C
2597,09-01-18,C
3878,09-01-18,C
7196,09-01-18,B
4830,09-01-18,A
2163,09-01-18,B
2793,09-01-18,A
1841,09-01-18,A
2723,09-01-18,A
1988,09-01-18,B
2723,09-01-18,C
1239,09-01-18,B
4732,09-01-18,A
4333,09-01-18,A
4193,09-01-18,D
2170,09-01-18,A
4116,09-01-18,B
2205,09-01-18,B
2499,09-01-18,D
2121,09-01-18,A
2940,09-01-18,C
4557,09-01-18,A
994,09-01-18,C
3857,09-01-18,B
1946,09-01-18,B
2793,09-01-18,C
6230,09-01-18,D
1225,09-01-18,A
3339,09-01-18,A
7350,09-01-18,C
5586,09-01-18,B
0,09-01-18,D
3605,09-01-18,A
0,09-01-18,C
5138,09-01-18,D
3864,09-01-18,C
2016,09-01-18,C
3115,09-01-18,A
4004,09-01-18,B
0,09-01-18,B
2352,09-01-18,B
4109,09-01-18,B
1841,09-01-18,C
3052,09-01-18,C
2758,09-01-18,D
4774,09-01-18,B
1204,09-01-18,D
2324,09-01-18,D
2828,09-01-18,C
1603,09-01-18,D
2828,09-01-18,C
2296,09-01-18,C
4109,09-01-18,D
994,10-01-18,B
3920,10-01-18,B
2149,10-01-18,B
2093,10-01-18,C
2919,10-01-18,B
0,10-01-18,C
2030,10-01-18,D
1974,10-01-18,C
2821,10-01-18,B
3024,10-01-18,B
2793,10-01-18,A
2163,10-01-18,C
2940,10-01-18,B
623,10-01-18,C
6293,10-01-18,A
3969,10-01-18,B
7343,10-01-18,C
4186,10-01-18,B
868,10-01-18,D
3794,10-01-18,C
3248,10-01-18,C
4928,10-01-18,D
2499,10-01-18,D
3458,10-01-18,C
10290,10-01-18,D
2100,10-01-18,A
3493,10-01-18,A
2940,10-01-18,A
0,10-01-18,C
4032,10-01-18,D
4501,10-01-18,B
13818,10-01-18,D
3864,10-01-18,D
3906,10-01-18,A
2198,10-01-18,C
3227,10-01-18,C
8085,10-01-18,C
665,10-01-18,B
2058,10-01-18,D
1225,10-01-18,B
3052,10-01-18,C
1904,10-01-18,B
0,10-01-18,B
910,10-01-18,A
4116,10-01-18,D
3864,10-01-18,D
2793,10-01-18,B
3290,10-01-18,D
7882,10-01-18,C
4284,10-01-18,B
11984,10-01-18,B
5677,10-01-18,B
2352,10-01-18,A
1806,10-01-18,D
1435,10-01-18,D
5509,10-01-18,B
12131,10-01-18,C
0,10-01-18,B
1085,10-01-18,C
0,10-01-18,C
3178,10-01-18,D
6972,10-01-18,B
4305,10-01-18,A
2723,10-01-18,C
7721,10-01-18,B
8127,10-01-18,D
1085,10-01-18,C
5782,10-01-18,D
2828,10-01-18,B
0,10-01-18,A
3675,10-01-18,A
2191,10-01-18,C
1239,10-01-18,D
2450,10-01-18,C
3850,10-01-18,A
2254,10-01-18,C
4186,10-01-18,B
4907,10-01-18,B
7343,10-01-18,D
3864,10-01-18,C
4431,10-01-18,D
1799,10-01-18,C
4116,10-01-18,D
2450,10-01-18,B
4046,10-01-18,C
1946,10-01-18,A
0,10-01-18,B
11858,10-01-18,B
924,10-01-18,C
5138,10-01-18,A
1750,10-01-18,A
3990,10-01-18,C
2093,10-01-18,C
1911,10-01-18,C
2933,10-01-18,C
1281,10-01-18,C
2681,10-01-18,C
6202,10-01-18,B
3115,10-01-18,A
9394,10-01-18,C
910,10-01-18,C
7000,10-01-18,C
2464,10-01-18,C
4186,10-01-18,A
7644,10-01-18,C
2170,10-01-18,D
4109,10-01-18,C
1365,10-01-18,D
4046,10-01-18,A
2723,10-01-18,D
2366,10-01-18,D
7714,10-01-18,C
3675,10-01-18,C
3031,10-01-18,C
5705,10-01-18,A
4186,10-01-18,B
7336,10-01-18,B
2863,10-01-18,A
8820,10-01-18,C
4410,10-01-18,B
910,10-01-18,A
1015,10-01-18,B
0,10-01-18,A
3010,10-01-18,D
3283,10-01-18,C
2590,10-01-18,A
6902,10-01-18,B
5152,10-01-18,C
7343,10-01-18,A
357,10-01-18,D
2590,10-01-18,D
4410,10-01-18,C
665,10-01-18,B
3472,10-01-18,D
4305,10-01-18,C
2100,10-01-18,A
2198,10-01-18,B
2793,10-01-18,A
1043,10-01-18,A
7784,10-01-18,A
0,10-01-18,B
4046,10-01-18,B
0,10-01-18,A
3969,10-01-18,A
0,10-01-18,B
6832,10-01-18,A
2723,10-01-18,A
2086,10-01-18,D
1645,10-01-18,D
1806,10-01-18,A
2100,10-01-18,B
6230,10-01-18,D
5978,10-01-18,D
2499,10-01-18,C
2170,10-01-18,A
3031,10-01-18,C
4900,10-01-18,A
3493,10-01-18,B
2422,10-01-18,B
0,10-01-18,A
2002,10-01-18,D
2926,10-01-18,C
4116,10-01-18,B
3283,10-01-18,A
1680,10-01-18,D
0,10-01-18,D
8092,10-01-18,A
1855,10-01-18,A
4781,10-01-18,A
5866,10-01-18,D
7714,10-01-18,A
3094,10-01-18,B
2576,10-01-18,A
3010,10-01-18,C
1939,10-01-18,D
1043,10-01-18,A
2170,11-01-18,C
2940,11-01-18,C
2254,11-01-18,A
2828,11-01-18,A
8540,11-01-18,D
1855,11-01-18,A
0,11-01-18,B
2352,11-01-18,C
7714,11-01-18,D
6251,11-01-18,B
1645,11-01-18,C
1645,11-01-18,C
511,11-01-18,B
2254,11-01-18,D
4704,11-01-18,D
1890,11-01-18,B
0,11-01-18,C
5439,11-01-18,D
2996,11-01-18,C
3878,11-01-18,A
2198,11-01-18,D
2317,11-01-18,C
3094,11-01-18,B
2303,11-01-18,C
6930,11-01-18,A
0,11-01-18,D
10115,11-01-18,A
2723,11-01-18,A
2163,11-01-18,B
2198,11-01-18,D
9093,11-01-18,C
1946,11-01-18,C
2044,11-01-18,A
4403,11-01-18,D
2765,11-01-18,A
1442,11-01-18,A
4760,11-01-18,B
2590,11-01-18,D
4263,11-01-18,B
1442,11-01-18,B
1575,11-01-18,B
1946,11-01-18,A
0,11-01-18,D
4403,11-01-18,B
4046,11-01-18,C
4186,11-01-18,A
3052,11-01-18,C
3003,11-01-18,D
0,11-01-18,B
5537,11-01-18,D
1841,11-01-18,A
2058,11-01-18,A
1568,11-01-18,B
1722,11-01-18,C
1043,11-01-18,A
2198,11-01-18,A
4606,11-01-18,A
8050,11-01-18,D
6251,11-01-18,D
2205,11-01-18,C
5950,11-01-18,D
5698,11-01-18,D
4277,11-01-18,B
2023,11-01-18,B
1204,11-01-18,A
4263,11-01-18,A
2170,11-01-18,C
2289,11-01-18,C
5586,11-01-18,A
1785,11-01-18,A
5600,11-01-18,D
1946,11-01-18,D
3311,11-01-18,C
2870,11-01-18,D
1785,11-01-18,A
3304,11-01-18,B
4963,11-01-18,D
3871,11-01-18,A
3178,11-01-18,B
8218,11-01-18,B
2471,11-01-18,D
5334,11-01-18,B
1799,11-01-18,C
10668,11-01-18,B
1344,11-01-18,B
5390,11-01-18,A
1071,11-01-18,D
1925,11-01-18,C
1323,11-01-18,A
2912,11-01-18,B
3500,11-01-18,D
7203,11-01-18,B
1085,11-01-18,B
9562,11-01-18,D
0,11-01-18,D
2975,11-01-18,C
2170,11-01-18,A
3864,11-01-18,A
0,11-01-18,D
2646,11-01-18,B
6300,11-01-18,D
2352,11-01-18,B
4557,11-01-18,D
2121,11-01-18,B
0,11-01-18,D
2219,11-01-18,C
2009,11-01-18,B
0,11-01-18,B
2310,11-01-18,C
3864,11-01-18,B
2758,11-01-18,A
3570,11-01-18,D
1386,11-01-18,C
3304,11-01-18,A
3878,11-01-18,A
3290,11-01-18,C
5110,11-01-18,D
2576,11-01-18,B
2996,11-01-18,A
2163,11-01-18,C
1589,11-01-18,A
5110,11-01-18,D
2597,11-01-18,D
14406,11-01-18,D
2100,11-01-18,A
2793,11-01-18,A
4109,11-01-18,A
1946,11-01-18,C
1652,11-01-18,A
2254,11-01-18,D
3892,11-01-18,B
2093,11-01-18,C
5334,11-01-18,C
2058,11-01-18,C
2723,11-01-18,A
2513,11-01-18,A
4858,11-01-18,A
9786,11-01-18,C
1750,11-01-18,D
5880,11-01-18,C
2982,11-01-18,A
9450,11-01-18,B
4977,11-01-18,C
2555,11-01-18,A
1652,11-01-18,D
0,11-01-18,A
3311,11-01-18,A
3864,11-01-18,B
1085,11-01-18,C
7616,11-01-18,C
0,11-01-18,A
4130,11-01-18,C
6664,11-01-18,D
2695,11-01-18,C
9254,11-01-18,D
0,11-01-18,B
2198,11-01-18,B
469,11-01-18,C
6664,11-01-18,D
4403,11-01-18,D
2023,11-01-18,B
2800,11-01-18,B
5334,11-01-18,D
8085,11-01-18,D
4158,11-01-18,D
4557,11-01-18,D
2394,11-01-18,D
2926,11-01-18,A
3864,11-01-18,A
3864,11-01-18,B
1799,11-01-18,A
1988,11-01-18,C
0,11-01-18,D
8806,11-01-18,D
2065,11-01-18,D
2429,11-01-18,C
6594,12-01-18,B
1680,12-01-18,D
6293,12-01-18,A
7413,12-01-18,B
7728,12-01-18,C
2940,12-01-18,D
4949,12-01-18,C
1043,12-01-18,C
1043,12-01-18,B
3864,12-01-18,C
1722,12-01-18,C
3017,12-01-18,D
2009,12-01-18,D
2387,12-01-18,A
4557,12-01-18,C
4886,12-01-18,D
2975,12-01-18,B
7581,12-01-18,D
4886,12-01-18,A
2793,12-01-18,D
2205,12-01-18,B
2443,12-01-18,A
2793,12-01-18,B
2828,12-01-18,D
2093,12-01-18,D
3675,12-01-18,D
2366,12-01-18,C
2205,12-01-18,A
5565,12-01-18,A
4032,12-01-18,D
2072,12-01-18,A
0,12-01-18,D
1407,12-01-18,A
4606,12-01-18,A
0,12-01-18,C
2352,12-01-18,B
4193,12-01-18,A
0,12-01-18,A
3276,12-01-18,D
2380,12-01-18,B
1407,12-01-18,A
2345,12-01-18,B
3311,12-01-18,C
4410,12-01-18,D
7728,12-01-18,D
3570,12-01-18,C
4186,12-01-18,D
2709,12-01-18,D
1785,12-01-18,D
5264,12-01-18,D
2723,12-01-18,D
1722,12-01-18,B
2569,12-01-18,D
840,12-01-18,B
2184,12-01-18,A
3031,12-01-18,A
0,12-01-18,A
0,12-01-18,D
11032,12-01-18,D
5516,12-01-18,B
